# I20180835 #244 CV with XRD
# Potential / V, Current Density / mA/cm^2, Strain ip / %, Strain oop / %, d ip / nm, d oop / nm, Intensity (area ip)
3.815625000000000266e-01 -3.023437500000000083e-02 -1.173524731284292244e-01 3.929933396627394160e-01 1.929806308885832777e+01 1.471597635310861385e+01 9.186069227202936852e-03
3.679687500000000111e-01 -2.929687500000000000e-02 -1.184006265132930835e-01 3.899949630952193047e-01 1.930925626253978677e+01 1.462445227590221997e+01 9.042215850271078520e-03
3.724999999999999978e-01 -3.250000000000000111e-02 -1.203397649949256021e-01 3.844890969797232216e-01 1.926152494000709225e+01 1.462021591063660431e+01 9.169149416159833726e-03
3.814062500000000022e-01 -3.195312499999999889e-02 -1.205239677823932709e-01 3.886725681958136391e-01 1.926791133304207193e+01 1.466003698341470951e+01 9.032427570129805336e-03
3.893750000000000266e-01 -3.367187500000000389e-02 -1.182928973616936830e-01 3.851534416863033883e-01 1.934345970051251129e+01 1.467669306916677208e+01 9.177903896652460022e-03
3.962499999999999911e-01 -3.164062499999999861e-02 -1.200600290268361015e-01 3.879452094076807356e-01 1.923655137899554290e+01 1.468894162327865871e+01 9.241602757462132750e-03
4.018749999999999822e-01 -3.500000000000000333e-02 -1.207753025472713126e-01 3.883936108466823356e-01 1.927351766436964198e+01 1.460907213445801744e+01 8.949866616461191887e-03
4.085937500000000333e-01 -3.289062499999999972e-02 -1.204591334641236244e-01 3.845468015136743745e-01 1.926843579947530216e+01 1.461453684054740165e+01 8.971532726024683893e-03
4.176562500000000067e-01 -3.593750000000000416e-02 -1.218242151784787453e-01 3.857130416754062097e-01 1.929436529037437609e+01 1.455849516054195369e+01 9.294979879533401060e-03
4.416406250000000089e-01 -3.445312500000000111e-02 -1.202175190291865370e-01 3.752912600146984801e-01 1.922551591600536725e+01 1.442715045357980586e+01 8.961497917101641716e-03
4.433593750000000000e-01 -3.812499999999999917e-02 -1.239954360973460901e-01 3.783315042960255781e-01 1.927383410503437844e+01 1.456809448870793666e+01 9.182502871129318359e-03
4.450000000000000067e-01 -3.578125000000000056e-02 -1.223666730553962800e-01 3.736828009552661811e-01 1.929566657429434784e+01 1.457429772167245829e+01 9.094286626258581488e-03
4.589843750000000000e-01 -3.953125000000000389e-02 -1.234756304994588660e-01 3.657621838247360202e-01 1.921007251436931895e+01 1.463431794561356902e+01 8.901771896063724251e-03
4.696875000000000355e-01 -3.812499999999999917e-02 -1.269502742539785345e-01 3.689420555766931287e-01 1.929894796186552952e+01 1.462800528547185586e+01 9.229603804133712161e-03
4.778125000000000289e-01 -3.749999999999999861e-02 -1.259484658376552879e-01 3.695723460602762245e-01 1.934541312596943996e+01 1.462698328448607832e+01 9.052254420784167088e-03
4.805468749999999845e-01 -3.890625000000000333e-02 -1.259589929386462082e-01 3.559099300367130070e-01 1.916338243023465182e+01 1.441566525378812180e+01 9.069234799553869963e-03
4.789843750000000178e-01 -4.148437500000000389e-02 -1.261480745214593746e-01 3.540659200417906050e-01 1.910139341391221990e+01 1.447343350310034005e+01 8.916958342034929028e-03
5.014062500000000533e-01 -3.687499999999999806e-02 -1.280505785825392095e-01 3.572776741309846571e-01 1.922209380251756272e+01 1.442521002071204705e+01 8.733020935290819811e-03
5.072656250000000533e-01 -4.085937500000000333e-02 -1.320232430248036160e-01 3.535421211665168428e-01 1.912205073665084498e+01 1.452583684755801308e+01 8.798699120821701705e-03
5.193750000000000311e-01 -4.039062499999999944e-02 -1.318727819421106062e-01 3.456103519232422983e-01 1.906049571299890744e+01 1.446358248002508873e+01 8.823129543776798631e-03
5.284375000000000044e-01 -3.968750000000000056e-02 -1.341001727359625306e-01 3.445181450842271786e-01 1.904505891432591724e+01 1.456089578035926202e+01 8.687726217383461708e-03
5.320312499999999556e-01 -3.874999999999999972e-02 -1.340211223228471304e-01 3.454892558737654440e-01 1.901513297750972953e+01 1.446272854567220101e+01 8.995892428072471692e-03
5.411718749999999689e-01 -4.210937499999999750e-02 -1.364706685624827998e-01 3.398065873090549971e-01 1.904311385885119279e+01 1.434800774949361646e+01 8.544043535140474765e-03
5.441406250000000444e-01 -3.882812499999999806e-02 -1.366018317765949064e-01 3.418264313746588456e-01 1.909503289617266830e+01 1.440711754877863626e+01 8.597815165399097168e-03
5.566406250000000000e-01 -3.226562499999999917e-02 -1.421927261793132224e-01 3.408373792810559522e-01 1.912873912477007110e+01 1.432879921630996201e+01 8.446707802911084320e-03
