# I20180835 #243 CV with XRD
# Potential / V, Current Density / mA/cm^2, Strain ip / %, Strain oop / %, d ip / nm, d oop / nm, Intensity (area ip)
7.391406249999999956e-01 -2.710937500000000153e-02 -1.296499315504351380e-01 3.337650949022386015e-01 1.925591585448940890e+01 1.444988862607673319e+01 8.318283168703775876e-03
7.462499999999999689e-01 -3.156250000000000028e-02 -1.315057933040653104e-01 3.366334229776057896e-01 1.932444738699354048e+01 1.452141541628598631e+01 8.442771539978738762e-03
7.513281250000000133e-01 -3.179687500000000222e-02 -1.277617529702568255e-01 3.315869111453872975e-01 1.914199930190300947e+01 1.445818891759795832e+01 8.497223982400098699e-03
7.550781250000000444e-01 -3.187500000000000056e-02 -1.302615814980256914e-01 3.278931969776133215e-01 1.922490607502370352e+01 1.444172814902565705e+01 8.396641519317652944e-03
7.757031250000000488e-01 -2.960937500000000028e-02 -1.309255769146089321e-01 3.285127205180593535e-01 1.925378992534405498e+01 1.444741000993171021e+01 8.470207019083273586e-03
7.789062500000000222e-01 -3.218750000000000083e-02 -1.294011434781694447e-01 3.231457736970533290e-01 1.934553491330502339e+01 1.445758454380897007e+01 8.294671741588658526e-03
7.871093750000000000e-01 -3.234374999999999750e-02 -1.291286712362227362e-01 3.264008276140817344e-01 1.917938535570896619e+01 1.452561174057278137e+01 8.312819311588202226e-03
7.919531250000000355e-01 -3.078124999999999958e-02 -1.271239762920650662e-01 3.249242759966186611e-01 1.924275384748872142e+01 1.451276661627027842e+01 8.550089661767261082e-03
8.031249999999999778e-01 -3.101562500000000153e-02 -1.299063333271677223e-01 3.154701160860362563e-01 1.923998873600747572e+01 1.445157125941823040e+01 8.371069995353625989e-03
8.089062500000000488e-01 -3.242187500000000278e-02 -1.310126983507076126e-01 3.168975552541919427e-01 1.918175149682230085e+01 1.433963327623459705e+01 8.157083397008891776e-03
8.174218749999999645e-01 -3.382812500000000056e-02 -1.302498040417265912e-01 3.196262260144466794e-01 1.911794660128851220e+01 1.437778322132332853e+01 8.473563123945069414e-03
8.264062500000000089e-01 -3.523437499999999833e-02 -1.302473763657330252e-01 3.125740897066409119e-01 1.926432090780470574e+01 1.433892775933667885e+01 8.328275947455689859e-03
8.360156250000000400e-01 -3.476562500000000139e-02 -1.326105898996621235e-01 3.097395038129890921e-01 1.921946878353122301e+01 1.453517608708571984e+01 8.359667320250514788e-03
8.471874999999999822e-01 -3.507812500000000167e-02 -1.323197406157716749e-01 3.117918095713267945e-01 1.933011381305588117e+01 1.444425080470837131e+01 8.369155672019956693e-03
8.600781250000000266e-01 -3.507812500000000167e-02 -1.357142669799138446e-01 2.995299339454859933e-01 1.914817878151817609e+01 1.453592908755135049e+01 8.348479883035624452e-03
8.639062499999999867e-01 -3.765625000000000222e-02 -1.330926104327057047e-01 3.072172399232186990e-01 1.927526881448906337e+01 1.438760765852068779e+01 8.254671505249141020e-03
